node,cluster,x,y
AndrewRdeC,1,-5.138926,-1.5997802
AndrewRomaJuma,1,3.1696496,2.191312
AndrewRussel15,0,14.513266,4.826022
AndrewS43389675,0,14.8203535,3.5051222
AndrewTheMiller,0,17.184303,-5.307559
AndrewWest18,1,0.5447343,10.778466
Andrew_Parker7,1,-6.025196,-2.6180768
Andrews29John,1,-0.5949147,10.636566
AndreyM99878403,0,4.709663,3.3402483
AndrisDoveiks,0,19.800123,-7.7512474
Andy39531098,1,3.4926245,-9.702633
AndyBailen,0,11.4172125,-4.9667716
AndyTallentire,0,14.489344,0.3403233
AndyWells7,1,2.2858384,-17.969757
Andy_Heil,1,-6.207846,-1.2799515
Andym6769,0,14.076359,5.1299543
Ang_Ray_Gallery,1,1.8407683,2.984624
AngelNeo31,0,11.997572,-18.5032
AngelVillaHdz,1,3.0869138,2.450083
Angela51144939,1,-4.6822457,-1.1640546
Angela81250692,1,-6.2938714,-1.2121972
AngelaL91879551,0,12.55032,2.6682348
AngelaRoberts2,1,0.7063792,10.401163
AngelaRojas_8,1,-13.968895,-5.9581857
AngeleDei7,0,5.2780323,7.3330474
Angelic00801275,1,3.7303462,-9.632469
Angelic34878538,1,-2.4147267,8.492855
AngelinaWTSP,0,13.979531,4.4976544
AngelosThemelis,0,14.479046,4.658474
Angie_RejoinEU,1,-5.931961,-1.8991982
AngusCouncil,0,5.468,7.3077545
AnilKhadloya,0,14.756155,4.950851
Anilchandhok,1,3.4533658,-9.728777
Anilkum84211794,1,2.1043754,15.7722645
AnimalSpiritsAu,0,5.1171756,7.476513
AnimatorsPal,0,12.074218,-5.719393
AniqaNisar,0,14.835377,0.738101
Anirudh2727,0,14.713475,0.6980469
AnisWaheda,0,11.897975,12.55703
Anita44517665,0,14.098111,4.9107437
AnjaliPathak14,0,15.691499,0.012868874
AnnBrenoff,1,2.5032427,4.1946354
AnnMartyn4,1,-5.996807,-1.1912307
AnnRiordan6,0,25.91282,-1.9692177
Anna0j02,1,3.8411522,-6.0022244
AnnaGar25771176,0,13.539163,4.60629
AnnaMaslin,0,14.791973,5.3433704
AnnaQuarendon,0,19.436642,-7.880878
Anna_mnesia,0,21.03139,-9.835108
AnnastaciaMP,1,-6.094214,-1.9617884
Anne64987192,0,14.243199,4.6008525
AnneAstrobri,1,-5.895714,-1.2316353
AnneGDelaney,0,15.404058,-1.4805462
AnneLaureBEAUD2,1,0.5194771,9.703289
Annechambers201,0,14.414397,17.161545
Annekatz12,1,7.1388736,-15.076815
AnneliSundstrom,0,5.1586127,7.293042
Annie56myview,1,-13.079587,1.4647442
Annie_eyelind,1,3.3493595,4.663415
Annsyhira_,0,15.031582,4.9290724
AnnwynRI,0,11.325785,12.667637
AnonPorkster,0,14.596724,4.5548835
AnoushkaSarup,1,-5.8029966,-0.9231969
AnsimiLudovico,0,13.569576,4.675741
AnsisEgle,1,-6.314022,-0.8688508
AntarianRani,1,-5.660013,-1.2604071
AnthonyBratts,1,3.6925304,3.2555811
AnthonyDuffy,0,14.959669,4.6520233
AnthonySc6,0,19.688257,-7.8370256
Anthony_Rdgz72,0,14.931842,4.8791075
Anthonyymes,0,12.090739,-18.398634
AntiBSAdvocate,0,15.273561,4.9012704
AntiPatwari_,1,-5.328649,-1.2223469
Antibioticmeet,1,2.796961,4.5927176
Antiochean,0,19.603636,-7.8263474
Antonio47423371,1,-6.2776303,-0.9223394
Antonio49090795,1,-4.259305,-0.81941056
AntonioRuiz_F,0,5.2158017,7.5267615
AntonioSaezCaro,0,15.010983,0.2807249
AnupBhandari31,0,6.801263,-5.954123
AnupamSadh,1,3.5535517,-9.821337
Any1Coin,0,5.377204,7.549248
Anygirl99,1,-4.812156,-1.1601802
Aparjan1,0,5.549988,7.1945043
ApeironInvest,1,-2.41834,8.491222
Apelankawe,0,11.11397,-3.3539634
Aphios,0,5.2074695,7.2341566
ApiWenuwen,0,11.41335,0.16403282
ApocNowPodcast,0,12.011706,-6.6613092
AquaLore808,0,14.359812,4.8360143
ArbaazTheGreat1,1,-4.5324225,-1.6766683
ArbabKh02511408,0,14.92517,4.7683597
Arbutus369,1,2.3663254,3.5404787
ArchiPrintUK,0,13.039585,2.2914872
Archimage,0,5.468505,7.1666446
Ardamora,1,-5.3645167,-1.2439002
AreFIZ_7,0,11.896798,13.339902
AreizaEcheverri,1,-5.294707,-1.6516353
AriLovesSnow,0,16.753807,-5.2355723
ArieanaGrannde_,1,4.5696597,-2.7829816
AriefWi48645487,0,15.401852,-1.5016992
AriellaJannina,0,6.807749,-5.9415965
Arif_Synyster,0,11.938318,12.989168
AriffShihab,1,-4.967999,-1.7046121
ArindamTm,0,13.389067,-0.8222404
AristideBanceVU,0,14.230308,4.4332256
ArjeezySwayze,1,3.621093,3.3015013
Arjun_fullBag,0,18.749838,-6.929464
Arkancideisreal,0,14.961048,5.175707
ArleneKaplan,1,2.6167188,3.730828
Armand_BDT,0,12.078249,-18.458265
Arme_Fatale91,0,11.968366,-18.353884
ArmoniaLise,0,14.736492,0.6590763
ArmpitSpirit,0,11.728627,13.312764
Army_Mom1973,0,19.675404,-7.7367187
ArnabGoswamRtv,1,-5.101009,-2.4250364
ArnaudSonnet,1,-6.154477,-1.094843
ArnaudVaulerin,0,14.664625,5.372224
ArosCreativos,0,19.716278,-7.831305
ArtDesignZ_Co,0,18.670172,-6.8840394
ArtMeeks,0,4.27125,19.418983
Art_by_Talitha,0,4.184417,19.50604
Artificialbra1n,0,12.044573,-6.644159
Artur80088489,0,4.682641,3.3611588
ArturRudy89,0,14.327101,4.9507394
ArumughamVinu,1,-1.0064002,3.4919066
Arvindp34933776,1,-6.5064282,-1.899366
Ary_AntiPT,1,-6.082551,-2.56162
AsadLonePhD,0,12.978325,-6.267065
AshSully3,0,14.425164,17.193295
AshaBhavik,1,4.575243,-2.8175313
